C7057|Disease, Disorder or Finding
C5047|AIDS-Related Malignant Anal Neoplasm
C9291|Anal Cancer
C96554|Anal Canal Squamous Papilloma
C5601|Anal Lymphoma
C5607|Benign Anal Granular Cell Tumor
C96699|Anal Papillary Hidradenoma
C78170|Anal Mucositis
C79536|Anal Ulcer
C79575|Esophageal Mucositis
C26792|Hemorrhoid
C26950|Esophageal Ulcer
C27107|Fungal Esophagitis
C27108|Viral Esophagitis
C5607|Benign Anal Granular Cell Tumor
C96699|Anal Papillary Hidradenoma
C4057|Esophageal Polyp
C5703|Benign Esophageal Schwannoma
C5704|Esophageal Neurofibroma
C5047|AIDS-Related Malignant Anal Neoplasm
C5601|Anal Lymphoma
C9291|Anal Cancer
C5687|Esophageal Lymphoma
C3908|Ampulla of Vater Carcinoma
C3513|Esophageal Cancer
C5707|Esophageal Melanoma
C5513|Appendix Lymphoma
C43549|Appendix Traditional Serrated Adenoma
C43546|Appendix Tubular Adenoma
C96415|Appendix Sessile Serrated Adenoma/Polyp
C9330|Appendix Cancer
C60959|Lung Cancer TNM Finding v6
C133195|Cutaneous Squamous Cell Carcinoma of the Head and Neck Clinical TNM Finding v8
C133196|Cutaneous Squamous Cell Carcinoma of the Head and Neck Pathologic TNM Finding v8
C132657|Unknown Primary Tumor Clinical Cervical Lymph Nodes TNM Finding v8
C132665|Unknown Primary Tumor Pathologic Cervical Lymph Nodes TNM Finding v8
C133195|Cutaneous Squamous Cell Carcinoma of the Head and Neck Clinical TNM Finding v8
C132634|Head and Neck Cancer Clinical Regional Lymph Nodes TNM Finding v8
C132860|HPV-Mediated (p16-Positive) Oropharyngeal Cancer Clinical TNM Finding v8
C4743|Benign Basal Cell Neoplasm
C3779|Giant Cell Carcinoma
C4325|Giant Cell Glioblastoma
C7586|Malignant Basal Cell Neoplasm
C6285|Adult Central Nervous System Germ Cell Tumor
C27241|Adult Yolk Sac Tumor
C9013|Adult Teratoma
C40301|Adenoma of Minor Vestibular Glands
C40299|Bartholin Gland Adenoma
C4196|Acinar Cell Adenoma
C40301|Adenoma of Minor Vestibular Glands
C7341|Benign Epithelial Skin Neoplasm
C6553|Benign Childhood Germ Cell Tumor
C7559|Atypical Adenoma
C6751|Benign Extragonadal Germ Cell Tumor
C4516|Benign Ovarian Germ Cell Tumor
C6553|Benign Childhood Germ Cell Tumor
C68627|Childhood Extracranial Germ Cell Tumor
C3636|Benign Lymph Node Neoplasm
C35501|Malignant Bone Marrow Neoplasm
C35812|Malignant Lymph Node Neoplasm
C6205|Childhood Central Nervous System Germ Cell Tumor
C5503|Central Nervous System Hematopoietic Neoplasm
C9431|Childhood Hematopoietic Neoplasm
C45240|Cutaneous Hematopoietic and Lymphoid Cell Neoplasm
C4788|Malignant Nervous System Neoplasm
C8417|Benign Ear Neoplasm
C4013|Head and Neck Cancer
C4652|External Ear Neoplasm
C39784|Inner Ear Neoplasm
C3061|Jugulotympanic Paraganglioma
C48316|Nasopharyngeal Paraganglioma
C2932|Carotid Body Paraganglioma
C4808|Late Adverse Effect
C8283|Skin Reaction Secondary to Radiation Therapy
C115226|Long-Term Effects Secondary to Cancer Therapy
C5461|Central Nervous System Germ Cell Tumor
C5131|Adult Central Nervous System Neoplasm
C5826|Abducens Nerve Neoplasm
C6958|Astrocytic Tumor
C5828|Glossopharyngeal Nerve Neoplasm
C5827|Facial Nerve Neoplasm
C35759|Metastasizing Pleomorphic Adenoma of the Salivary Gland
C3776|Mucinous Cystadenocarcinoma
C5228|Ovarian Cystadenocarcinoma
C3874|Pancreatic Cystadenocarcinoma
C3777|Papillary Cystadenocarcinoma
C2974|Papillary Cystadenoma
C2973|Mucinous Cystadenoma
C128117|Primary Ciliary Dyskinesia 1
C4060|Ovarian Cystadenoma
C4374|Pancreatic Cystadenoma
C6553|Benign Childhood Germ Cell Tumor
C68627|Childhood Extracranial Germ Cell Tumor
C6205|Childhood Central Nervous System Germ Cell Tumor
C95333|Defined Adverse Event
C43223|Myeloid Leukemia Associated with Down Syndrome
C114483|Childhood Langerhans Cell Histiocytosis
C4989|Childhood Leukemia
C5591|Benign Childhood Central Nervous System Neoplasm
C54740|Serum Sickness Adverse Event
C6205|Childhood Central Nervous System Germ Cell Tumor
C9022|Childhood Astrocytic Tumor
C54745|CTCAE Grade 1 Other Allergy and Immunology
C54750|CTCAE Grade 2 Other Allergy and Immunology
C54754|CTCAE Grade 3 Other Allergy and Immunology
C54741|Vasculitis Adverse Event
C53842|Supraventricular and Nodal Arrhythmia Adverse Event
C54875|CTCAE Grade 4 AV Block First Degree
C54906|CTCAE Grade 5 AV Block First Degree
C54877|CTCAE Grade 4 AV Block Second Degree Mobitz Type II
C54908|CTCAE Grade 5 AV Block Second Degree Mobitz Type II
C54876|CTCAE Grade 4 AV Block Second Degree Mobitz Type I
C54907|CTCAE Grade 5 AV Block Second Degree Mobitz Type I
C55992|Hemolysis Adverse Event
C54791|CTCAE Grade 1 Prolonged QTc Interval
C54822|CTCAE Grade 2 Prolonged QTc Interval
C54853|CTCAE Grade 3 Prolonged QTc Interval
C55936|CTCAE Grade 1 Hemoglobin
C55946|CTCAE Grade 2 Hemoglobin
C55958|CTCAE Grade 3 Hemoglobin
C69081|CD23-Positive Neoplastic Cells Present
C55993|Iron Overload Adverse Event
C128361|Colonization
C128873|Somatostatin Receptor Positive
C71690|CD24-Positive Neoplastic Cells Present
C70850|CD25-Positive Neoplastic Cells Present
C89074|Glottic Cancer Clinical Distant Metastasis TNM Finding v7
C89072|Glottic Cancer Pathologic Distant Metastasis TNM Finding v7
C89070|Glottic Cancer Pathologic Regional Lymph Nodes TNM Finding v7
C89066|Glottic Cancer Pathologic Primary Tumor TNM Finding v7
C89086|Subglottic Cancer Pathologic Distant Metastasis TNM Finding v7
C89088|Subglottic Cancer Clinical Distant Metastasis TNM Finding v7
C89079|Subglottic Cancer Pathologic Primary Tumor TNM Finding v7
C89083|Subglottic Cancer Pathologic Regional Lymph Nodes TNM Finding v7
C88961|Lip and Oral Cavity Cancer cM0 TNM Finding v7
C88962|Lip and Oral Cavity Cancer cM1 TNM Finding v7
C88947|Lip and Oral Cavity Cancer pT4a TNM Finding v7
C88950|Lip and Oral Cavity Cancer pN2 TNM Finding v7
C88948|Lip and Oral Cavity Cancer pT4b TNM Finding v7
C89061|Supraglottic Cancer Clinical Distant Metastasis TNM Finding v7
C89059|Supraglottic Cancer Pathologic Distant Metastasis TNM Finding v7
C89052|Supraglottic Cancer Pathologic Primary Tumor TNM Finding v7
C89121|Major Salivary Gland Cancer pT4a TNM Finding v7
C89057|Supraglottic Cancer Pathologic Regional Lymph Nodes TNM Finding v7
C89122|Major Salivary Gland Cancer pT4b TNM Finding v7
C89127|Major Salivary Gland Cancer cM0 TNM Finding v7
C89128|Major Salivary Gland Cancer cM1 TNM Finding v7
C131872|Survivin Positive
C27877|Urothelial Hyperplasia
C35468|Macular Edema
C34795|Macular Hole
C84744|Gyrate Atrophy
C34639|Angle Closure Glaucoma
C34979|Retinal Degeneration
C101228|Bilateral Glaucoma
C50648|Megophthalmos
C34586|Endophthalmitis
C5219|Benign Ovarian Thecoma
C7290|Ovarian Tumor of the Thecoma/Fibroma Group
C121953|Ovarian Microcystic Stromal Tumor
C39977|Ovarian Stromal-Leydig Cell Tumor
C4204|Ovarian Sclerosing Stromal Tumor
C2880|Ovarian Sertoli-Leydig Cell Tumor
C7133|Ovarian Sertoli Cell Tumor
C6522|Benign Testicular Sertoli Cell Tumor
C66748|Testicular Sex Cord-Gonadal Stromal Tumor, Incompletely Differentiated
C4672|Testicular Sertoli Cell Tumor
C66991|Testicular Sex Cord-Gonadal Stromal Tumor, Mixed Forms
C6523|Malignant Testicular Sertoli Cell Tumor
C9089|Small Size Posterior Uveal Melanoma
C6523|Malignant Testicular Sertoli Cell Tumor
C6522|Benign Testicular Sertoli Cell Tumor
C7986|Spindle Cell Uveal Melanoma
C5579|Stage III Uveal Melanoma
C9089|Small Size Posterior Uveal Melanoma
C3915|Small Cell Carcinoma
C87548|Stage IVC Differentiated Thyroid Gland Carcinoma
C115039|Stage IVB Thyroid Gland Papillary Cancer
C9081|Stage I Thyroid Gland Papillary Cancer
C115039|Stage IVB Thyroid Gland Papillary Cancer
C7986|Spindle Cell Uveal Melanoma
C115040|Stage IVC Thyroid Gland Papillary Cancer
C5579|Stage III Uveal Melanoma
C35558|Tall Cell Variant Thyroid Gland Papillary Carcinoma
C131440|Hypothyroid Goiter
C128073|Vaginal Neuroendocrine Carcinoma
C131433|Neonatal Graves Disease
C131437|Nodular Goiter
C85890|Stage IA Merkel Cell Carcinoma
C6766|Prostate Small Cell Carcinoma
C85892|Stage IB Merkel Cell Carcinoma
C88029|Stage IIA Digestive System Neuroendocrine Neoplasm
C48305|Benign Adrenal Gland Pheochromocytoma
C79950|Benign Carotid Body Paraganglioma
C48576|Extra-Adrenal Sympathetic Paraganglioma
C48576|Extra-Adrenal Sympathetic Paraganglioma
C5466|Central Nervous System Paraganglioma
C129635|Acquired Hyperthyroidism
C3326|Pheochromocytoma
C96062|Intestinal Neuroendocrine Tumor
C5329|Hereditary Paraganglioma
C113146|Central Hyperthyroidism
C131852|Congenital Hyperthyroidism
C27448|L-Cell Glucagon-Like Peptide-Producing Neuroendocrine Tumor
C113348|Hypergonadotropic Hypogonadism
C113347|Hypogonadotropic Hypogonadism
C96165|Intestinal Neuroendocrine Tumor G2
C5697|Colon Neuroendocrine Neoplasm
C96159|Colorectal Neuroendocrine Tumor
C5698|Rectal Neuroendocrine Neoplasm
C96159|Colorectal Neuroendocrine Tumor
C96165|Intestinal Neuroendocrine Tumor G2
C5325|Intestinal Gangliocytic Paraganglioma
C9278|AIDS-Related Anal Carcinoma
C96061|Small Intestinal Neuroendocrine Tumor
C9278|AIDS-Related Anal Carcinoma
C7465|AIDS-Related Anal Non-Hodgkin Lymphoma
C7465|AIDS-Related Anal Non-Hodgkin Lymphoma
C5600|Anal Adenocarcinoma
C84784|Imperforate Anus
C113615|Proctalgia Fugax
C7489|Anal Canal Carcinoma
C35320|External Hemorrhoid
C53506|Esophageal Varices
C35319|Internal Hemorrhoid
C98925|Esophageal Web
C27027|Candida Esophagitis
C27218|Cytomegalovirus Esophagitis
C27023|Herpes Esophagitis
C9278|AIDS-Related Anal Carcinoma
C5344|Esophageal Squamous Papilloma
C5699|Giant Fibrovascular Esophageal Polyp
C7465|AIDS-Related Anal Non-Hodgkin Lymphoma
C9278|AIDS-Related Anal Carcinoma
C7465|AIDS-Related Anal Non-Hodgkin Lymphoma
C7489|Anal Canal Carcinoma
C5600|Anal Adenocarcinoma
C5689|Esophageal Hodgkin Lymphoma
C5688|Esophageal Non-Hodgkin Lymphoma
C27418|Ampulla of Vater Adenosquamous Carcinoma
C6650|Ampulla of Vater Adenocarcinoma
C118812|Childhood Esophageal Carcinoma
C95986|Ampulla of Vater Mixed Adenoneuroendocrine Carcinoma
C4025|Esophageal Adenocarcinoma
C5342|Esophageal Adenoid Cystic Carcinoma
C7512|Malignant Esophageal Neoplasm by Anatomic Region
C5512|Appendix Villous Adenoma
C43547|Appendix Tubulovillous Adenoma
C5510|Appendix Mucinous Cystadenoma
C43564|Appendix Mixed Adenoneuroendocrine Carcinoma
C7718|Appendix Adenocarcinoma
C43556|Appendix Undifferentiated Carcinoma
C60980|Lung Cancer Clinical TNM Finding v6
C60961|Lung Cancer Pathologic TNM Finding v6
C133198|Cutaneous Squamous Cell Carcinoma of the Head and Neck Clinical Distant Metastasis TNM Finding v8
C133212|Cutaneous Squamous Cell Carcinoma of the Head and Neck Clinical Regional Lymph Nodes TNM Finding v8
C133201|Cutaneous Squamous Cell Carcinoma of the Head and Neck Pathologic Distant Metastasis TNM Finding v8
C133222|Cutaneous Squamous Cell Carcinoma of the Head and Neck Pathologic Regional Lymph Nodes TNM Finding v8
C132658|Unknown Primary Tumor cN2 TNM Finding v8
C133203|Cutaneous Squamous Cell Carcinoma of the Head and Neck Pathologic Primary Tumor TNM Finding v8
C132662|Unknown Primary Tumor cN3 TNM Finding v8
C132667|Unknown Primary Tumor pN0 TNM Finding v8
C132668|Unknown Primary Tumor pN1 TNM Finding v8
C133198|Cutaneous Squamous Cell Carcinoma of the Head and Neck Clinical Distant Metastasis TNM Finding v8
C133212|Cutaneous Squamous Cell Carcinoma of the Head and Neck Clinical Regional Lymph Nodes TNM Finding v8
C132669|Unknown Primary Tumor pN2 TNM Finding v8
C132635|Head and Neck Cancer cN2 TNM Finding v8
C132639|Head and Neck Cancer cN3 TNM Finding v8
C132878|HPV-Mediated (p16-Positive) Oropharyngeal Cancer Clinical Distant Metastasis TNM Finding v8
C132872|HPV-Mediated (p16-Positive) Oropharyngeal Cancer Clinical Regional Lymph Nodes TNM Finding v8
C5950|Salivary Gland Basal Cell Adenoma
C5838|Undifferentiated Gallbladder Carcinoma, Spindle and Giant Cell Type
C4452|Lung Giant Cell Carcinoma
C7906|Thyroid Gland Undifferentiated Carcinoma, Osteoclastic Variant
C68702|Adult Giant Cell Glioblastoma
C114966|Childhood Giant Cell Glioblastoma
C39902|Prostate Basal Cell Carcinoma
C3678|Salivary Gland Basal Cell Adenocarcinoma
C5793|Adult Central Nervous System Choriocarcinoma
C5790|Adult Central Nervous System Embryonal Carcinoma
C2921|Skin Basal Cell Cancer
C5792|Adult Central Nervous System Germinoma
C9012|Adult Cystic Teratoma
C5794|Adult Central Nervous System Teratoma
C4510|Benign Ovarian Epithelial Tumor
C4742|Benign Squamous Cell Neoplasm
C4151|Clear Cell Adenoma
C43319|Benign Germinative Follicular Epithelium Neoplasm
C7419|Acanthoma
C36207|Digestive System Adenoma
C6445|Mediastinal Benign Germ Cell Tumor
C43315|Benign Outer Hair Sheath and Infundibulum Neoplasm
C3758|Hepatocellular Adenoma
C123838|Childhood Germinomatous Germ Cell Tumor
C114801|Childhood Gonadal Germ Cell Tumor
C7064|Erythroid Neoplasm
C7066|Megakaryocytic Neoplasm
C4904|Metastatic Malignant Neoplasm in the Lymph Nodes
C4345|Myeloproliferative Neoplasm
C6208|Childhood Central Nervous System Embryonal Carcinoma
C5795|Childhood Brain Germ Cell Tumor
C6206|Childhood Central Nervous System Choriocarcinoma
C43223|Myeloid Leukemia Associated with Down Syndrome
C92944|Central Nervous System Histiocytic and Dendritic Cell Neoplasm
C5440|Central Nervous System Leukemia
C4989|Childhood Leukemia
C114483|Childhood Langerhans Cell Histiocytosis
C9301|Central Nervous System Lymphoma
C7203|Blastic Plasmacytoid Dendritic Cell Neoplasm
C7137|Cutaneous Mastocytosis
C7162|Cutaneous Lymphoma
C3571|Malignant Cranial Nerve Neoplasm
C4627|Malignant Central Nervous System Neoplasm
C4961|Malignant Peripheral Nervous System Neoplasm
C6807|Benign External Ear Neoplasm
C4602|Benign Middle Ear Neoplasm
C35850|Head and Neck Carcinoma
C6807|Benign External Ear Neoplasm
C9337|Malignant Ear Neoplasm
C5558|Ceruminous Neoplasm
C4653|Malignant External Ear Neoplasm
C4918|Malignant Nasal Cavity Neoplasm
C3276|Acoustic Schwannoma
C6408|Orbit Paraganglioma
C6085|Middle Ear Paraganglioma
C3665|Late Radiation Injury
C79950|Benign Carotid Body Paraganglioma
C78655|Tumor Flare Reaction
C115227|Long-Term Effects Secondary to Cancer Therapy in Adults
C8279|Long-Term Effects Secondary to Cancer Therapy in Children
C54099|Malignant Central Nervous System Germ Cell Tumor
C4659|Pineal Region Germ Cell Tumor
C100093|Central Nervous System Nongerminomatous Germ Cell Tumor
C5411|Adult Central Nervous System Embryonal Tumor, Not Otherwise Specified
C7049|Adult Astrocytic Tumor
C68690|Adult Ependymal Tumor
C5830|Hypoglossal Nerve Neoplasm
C7049|Adult Astrocytic Tumor
C3571|Malignant Cranial Nerve Neoplasm
C9022|Childhood Astrocytic Tumor
C60781|Astrocytoma
C6994|Oculomotor Nerve Neoplasm
C5511|Appendix Mucinous Cystadenocarcinoma
C4026|Ovarian Mucinous Cystadenocarcinoma
C3264|Embryonal Neoplasm
C45511|Lung Mucinous Cystadenocarcinoma
C7980|Ovarian Clear Cell Cystadenocarcinoma
C4026|Ovarian Mucinous Cystadenocarcinoma
C7978|Ovarian Serous Cystadenocarcinoma
C5727|Pancreatic Acinar Cell Cystadenocarcinoma
C65204|Papillary Mucinous Cystadenocarcinoma
C5724|Pancreatic Serous Cystadenocarcinoma
C8377|Papillary Serous Cystadenocarcinoma
C65203|Clear Cell Papillary Cystadenoma
C4184|Papillary Mucinous Cystadenoma
C4180|Papillary Serous Cystadenoma
C5510|Appendix Mucinous Cystadenoma
C45604|Lung Mucinous Cystadenoma
C50505|Contamination From Blood Or Body Fluids
C4512|Ovarian Mucinous Cystadenoma
C4512|Ovarian Mucinous Cystadenoma
C40075|Ovarian Endometrioid Cystadenoma
C126310|Ovarian Seromucinous Cystadenoma
C95546|Pancreatic Acinar Cell Cystadenoma
C95471|Pancreatic Macrocystic Serous Cystadenoma
C123838|Childhood Germinomatous Germ Cell Tumor
C114801|Childhood Gonadal Germ Cell Tumor
C5712|Pancreatic Serous Cystadenoma
C5795|Childhood Brain Germ Cell Tumor
C6208|Childhood Central Nervous System Embryonal Carcinoma
C6206|Childhood Central Nervous System Choriocarcinoma
C41333|Expected Adverse Event
C123395|Childhood Langerhans Cell Histiocytosis with Risk Organ Involvement
C5165|Childhood Lymphoma
C123396|Childhood Langerhans Cell Histiocytosis without Risk Organ Involvement
C7952|Childhood Burkitt Leukemia
C3168|Childhood Acute Lymphoblastic Leukemia
C9160|Childhood Acute Myeloid Leukemia (AML)
C54755|CTCAE Grade 3 Serum Sickness
C54764|CTCAE Grade 5 Serum Sickness
C5795|Childhood Brain Germ Cell Tumor
C5798|Benign Childhood Brain Neoplasm
C6206|Childhood Central Nervous System Choriocarcinoma
C6208|Childhood Central Nervous System Embryonal Carcinoma
C129309|Diffuse Midline Glioma, H3 K27M-Mutant
C5136|Childhood Glioblastoma
C54759|CTCAE Grade 4 Other Allergy and Immunology
C124275|Childhood Astrocytoma
C54746|CTCAE Grade 1 Vasculitis
C54763|CTCAE Grade 5 Other Allergy and Immunology
C54751|CTCAE Grade 2 Vasculitis
C54756|CTCAE Grade 3 Vasculitis
C54767|Atrial Fibrillation Adverse Event
C54768|Atrial Flutter Adverse Event
C54769|Atrial Tachycardia or Paroxysmal Atrial Tachycardia Adverse Event
C54773|AV Block Third Degree Adverse Event
C54766|Asystole Adverse Event
C55937|CTCAE Grade 1 Hemolysis
C55947|CTCAE Grade 2 Hemolysis
C54776|Conduction Abnormality Adverse Event NOS
C55959|CTCAE Grade 3 Hemolysis
C54884|CTCAE Grade 4 Prolonged QTc Interval
C54915|CTCAE Grade 5 Prolonged QTc Interval
C55968|CTCAE Grade 4 Hemoglobin
C55981|CTCAE Grade 5 Hemoglobin
C39715|CD30-Positive Neoplastic Cells Present
C55948|CTCAE Grade 2 Iron Overload
C55960|CTCAE Grade 3 Iron Overload
C55970|CTCAE Grade 4 Iron Overload
C71617|CD33-Positive Neoplastic Cells Present
C131558|Somatostatin Receptor 2 Positive
C41362|Drug Exposure
C51144|CD34 Positive Neoplastic Cells Present
C89075|Glottic Cancer cM0 TNM Finding v7
C89076|Glottic Cancer cM1 TNM Finding v7
C89067|Glottic Cancer pT3 TNM Finding v7
C89071|Glottic Cancer pN2 TNM Finding v7
C89068|Glottic Cancer pT4a TNM Finding v7
C89069|Glottic Cancer pT4b TNM Finding v7
C89089|Subglottic Cancer cM0 TNM Finding v7
C89090|Subglottic Cancer cM1 TNM Finding v7
C89082|Subglottic Cancer pT4b TNM Finding v7
C89080|Subglottic Cancer pT4a TNM Finding v7
C89063|Supraglottic Cancer cM1 TNM Finding v7
C89085|Subglottic Cancer pN2 TNM Finding v7
C89129|Mucosal Melanoma of the Head and Neck TNM Finding v7
C89062|Supraglottic Cancer cM0 TNM Finding v7
C89054|Supraglottic Cancer pT3 TNM Finding v7
C89056|Supraglottic Cancer pT4b TNM Finding v7
C89055|Supraglottic Cancer pT4a TNM Finding v7
C89092|Nasal Cavity and Paranasal Sinus Cancer TNM Finding v7
C132234|TFE3 Positive
C89058|Supraglottic Cancer pN2 TNM Finding v7
C27878|Flat Urothelial Hyperplasia
C34794|Cystoid Macular Edema
C26967|Retinal Detachment and Defect
C123330|Macular Degeneration
C34641|Open Angle Glaucoma
C50592|Hyphema
C53657|Bacterial Endophthalmitis
C53658|Fungal Endophthalmitis
C34919|Peripheral Retinal Degeneration
C34587|Parasitic Endophthalmitis
C4204|Ovarian Sclerosing Stromal Tumor
C6264|Benign Ovarian Luteinized Thecoma
C39965|Ovarian Signet Ring Stromal Tumor
C39977|Ovarian Stromal-Leydig Cell Tumor
C4209|Well Differentiated Ovarian Sertoli-Leydig Cell Tumor
C66989|Ovarian Thecoma
C39968|Moderately Differentiated Ovarian Sertoli-Leydig Cell Tumor
C39971|Ovarian Retiform Sertoli-Leydig Cell Tumor
C4211|Ovarian Sertoli Cell Tumor with Lipid Storage
C39944|Testicular Large Cell Calcifying Sertoli Cell Tumor
C39945|Testicular Sclerosing Sertoli Cell Tumor
C39943|Testicular Sertoli Cell Tumor, Lipid Rich Variant
C6523|Malignant Testicular Sertoli Cell Tumor
C39945|Testicular Sclerosing Sertoli Cell Tumor
C39949|Testicular Tumor of the Thecoma/Fibroma Group
C39943|Testicular Sertoli Cell Tumor, Lipid Rich Variant
C39944|Testicular Large Cell Calcifying Sertoli Cell Tumor
C5578|Stage II Uveal Melanoma
C7988|Spindle Cell Type B Uveal Melanoma
C7987|Spindle Cell Type A Uveal Melanoma
C88137|Stage IIIA Uveal Melanoma
C88138|Stage IIIB Uveal Melanoma
C88139|Stage IIIC Uveal Melanoma
C5578|Stage II Uveal Melanoma
C9461|Bladder Small Cell Neuroendocrine Carcinoma
C40155|Endometrial Small Cell Carcinoma
C116318|Nasal Cavity and Paranasal Sinus Small Cell Neuroendocrine Carcinoma
C115040|Stage IVC Thyroid Gland Papillary Cancer
C7987|Spindle Cell Type A Uveal Melanoma
